timestamp,x,y,z
1080.2236,1.49,-1.01,0.636
1080.226327,1.36,-1.11,0.644
1080.229615,1.28,-1.22,0.732
1080.233038,1.1,-1.13,0.559
1080.23649,0.957,-1.15,0.597
1080.239891,0.827,-1.13,0.537
1080.243328,0.689,-1.08,0.496
1080.246724,0.572,-1.09,0.482
1080.25017,0.458,-1.05,0.453
1080.253662,0.359,-1.05,0.408
1080.257384,0.225,-1.06,0.407
1080.260466,0.158,-1.09,0.369
1080.263879,0.0853,-1.12,0.38
1080.267306,-0.0174,-1.2,0.387
1080.270701,-0.0812,-1.29,0.402
1080.274184,-0.189,-1.41,0.433
1080.277549,-0.261,-1.52,0.469
1080.281037,-0.31,-1.62,0.47
1080.284468,-0.402,-1.71,0.466
1080.287837,-0.51,-1.83,0.473
1080.291309,-0.715,-1.96,0.366
1080.294694,-0.651,-2,0.423
1080.298121,-0.351,-2,0.704
1080.301598,-0.12,-2,1.02
1080.305062,-0.0788,-1.92,0.651
1080.308455,-0.258,-1.52,0.292
1080.311859,-0.357,-1.28,0.244
1080.315265,-0.253,-1.13,0.318
1080.318734,-0.0199,-0.987,0.343
1080.322175,0.206,-0.727,0.268
1080.325569,0.177,-0.554,0.232
1080.329075,0.0741,-0.343,0.176
1080.332411,0.109,-0.159,0.133
1080.335832,0.233,0.0173,0.108
1080.339264,0.344,0.175,0.163
1080.342727,0.384,0.321,0.199
1080.34612,0.4,0.456,0.182
1080.349538,0.434,0.596,0.148
1080.352918,0.493,0.737,0.145
1080.356402,0.657,0.963,0.49
1080.359796,0.677,0.977,1.9
1080.363195,2,1.55,0.64
1080.366619,2,2,-1.66
1080.370066,2,2,-0.514
1080.373466,2,2,0.219
1080.376818,2,2,-0.261
1080.380262,2,1.95,0.177
1080.383707,2,1.57,0.211
1080.387126,2,1.12,0.168
1080.390549,2,0.501,0.275
1080.393922,2,0.298,0.147
1080.397346,2,0.055,0.113
1080.400887,1.94,-0.186,0.00683
1080.404217,1.57,-0.38,-0.0883
1080.407734,1.29,-0.625,-0.0367
1080.411047,1.06,-0.76,-0.0466
1080.414471,0.815,-0.899,-0.0815
1080.41794,0.613,-1.04,-0.0894
1080.421353,0.489,-1.24,-0.0986
1080.424832,0.294,-1.42,-0.116
1080.428187,0.123,-1.61,-0.0863
1080.431639,-0.00531,-1.72,-0.0935
1080.435032,-0.142,-1.9,-0.119
1080.438494,-0.202,-2,-0.121
1080.441893,-0.434,-2,-0.0222
1080.445323,-0.574,-2,0.0442
1080.448754,-0.699,-2,0.0847
1080.452191,-0.818,-2,0.101
1080.455636,-0.929,-2,0.184
1080.459125,-1.06,-2,0.316
1080.462502,-1.07,-2,0.454
1080.465899,-1.03,-2,0.544
1080.469287,-0.963,-2,0.588
1080.472732,-0.943,-2,0.604
1080.476144,-0.881,-2,0.402
1080.479556,-0.88,-2,0.252
1080.483033,-0.898,-2,0.243
1080.486435,-0.812,-2,0.143
1080.489847,-0.691,-2,0.0473
1080.493273,-0.628,-1.97,-0.0504
1080.496703,-0.572,-1.61,-0.0744
1080.500103,-0.52,-1.24,-0.199
1080.503533,-0.44,-0.765,-0.319
1080.507024,-0.258,-0.255,-0.416
1080.51041,-0.143,0.131,-0.527
1080.51381,-0.0201,0.456,-0.418
1080.517299,0.196,0.675,-0.321
1080.520709,0.406,1.01,-0.364
1080.524129,0.52,1.48,-0.447
1080.52757,0.623,1.73,-0.392
1080.531019,0.819,1.95,-0.283
1080.534815,1.04,2,-0.107
1080.537871,1.04,2,-0.159
1080.541267,0.961,2,-0.208
1080.544641,1.03,2,-0.12
1080.54807,1.38,2,-0.00372
1080.551527,1.59,2,-0.0516
1080.554928,1.83,2,0.0106
1080.558327,2,2,0.0361
1080.561702,2,1.96,0.104
1080.56514,2,1.58,0.188
1080.568751,2,1.15,0.261
1080.572062,2,0.763,0.331
1080.575396,2,0.289,0.387
1080.578799,2,-0.159,0.465
1080.582246,2,-0.404,0.452
1080.585626,2,-0.718,0.547
1080.589081,2,-1.05,0.581
1080.592495,2,-1.25,0.509
1080.59596,2,-1.46,0.49
1080.599339,2,-1.67,0.485
1080.602779,2,-1.81,0.457
1080.606213,1.9,-1.96,0.451
1080.609593,1.55,-2,0.388
1080.613023,1.33,-2,0.403
1080.61643,1.09,-2,0.362
1080.619881,0.878,-2,0.327
1080.623262,0.659,-2,0.236
1080.626715,0.259,-2,0.199
1080.630134,0.0181,-2,0.206
1080.633533,-0.188,-2,0.149
1080.637048,-0.395,-2,0.144
1080.640539,-0.654,-2,0.0897
1080.643834,-0.889,-2,0.057
1080.64729,-1.15,-2,0.0172
1080.650721,-1.33,-2,0.0344
1080.654126,-1.47,-2,-0.0022
1080.657591,-1.58,-2,0.0425
1080.661006,-1.79,-1.98,0.0279
1080.664418,-1.85,-1.89,0.108
1080.667848,-1.87,-1.72,0.0253
1080.671334,-1.87,-1.55,-0.00671
1080.674715,-1.57,-1.52,0.179
1080.678337,-1.58,-1.2,0.0733
1080.681565,-1.62,-1.02,-0.00213
1080.685024,-1.54,-0.806,-0.0151
1080.688423,-1.31,-0.678,0.0365
1080.691849,-1.05,-0.528,0.0839
1080.695324,-0.899,-0.3,0.0472
1080.698703,-0.687,-0.122,-0.00451
1080.702172,-0.495,0.143,-0.0784
1080.705735,-0.288,0.346,-0.0276
1080.709018,0.0061,0.511,0.012
1080.712393,0.249,0.637,0.0337
1080.716006,0.48,0.794,0.0678
1080.719288,0.694,0.948,0.11
1080.722717,1.01,1.16,0.142
1080.726126,1.29,1.26,0.194
1080.729554,1.61,1.37,0.249
1080.733005,1.93,1.44,0.298
1080.736409,2,1.49,0.342
1080.739811,2,1.43,0.458
1080.743254,2,1.35,0.526
1080.746677,2,1.17,0.638
1080.750061,2,0.95,0.729
1080.753535,2,0.729,0.719
1080.756942,2,0.356,0.734
1080.760316,2,-0.0363,0.851
1080.763723,2,-0.365,0.875
1080.767165,2,-0.646,0.866
1080.770602,2,-0.88,0.841
1080.774019,2,-1.07,0.666
1080.777416,2,-1.19,0.602
1080.780824,2,-1.33,0.545
1080.784356,1.74,-1.41,0.449
1080.78769,1.46,-1.45,0.338
1080.791195,1.08,-1.61,0.25
1080.794554,0.738,-1.66,0.202
1080.798,0.386,-1.74,0.16
1080.801397,0.0772,-1.79,0.135
1080.804811,-0.235,-1.83,0.0975
1080.80827,-0.588,-1.88,0.0586
1080.811684,-0.851,-1.89,0.0334
1080.8151,-1.06,-1.92,0.0121
1080.818524,-1.25,-1.91,-0.0142
1080.821931,-1.44,-1.91,-0.0672
1080.825451,-1.71,-1.88,-0.0968
1080.828776,-1.88,-1.86,-0.121
1080.832212,-2,-1.83,-0.13
1080.835593,-2,-1.8,-0.119
1080.839031,-2,-1.76,-0.0648
1080.842461,-2,-1.75,-0.0579
1080.845883,-2,-1.71,-0.0265
1080.849312,-2,-1.66,-0.00159
1080.852727,-2,-1.62,-0.00561
1080.856206,-2,-1.48,-0.0454
1080.859586,-1.98,-1.37,-0.0298
1080.863025,-1.76,-1.27,-0.0181
1080.866439,-1.49,-1.17,-0.00384
1080.869883,-1.2,-1.06,0.00695
1080.87333,-0.769,-0.954,0.055
1080.87673,-0.454,-0.863,0.085
1080.88017,-0.162,-0.785,0.14
1080.884026,0.132,-0.683,0.213
1080.887047,0.44,-0.539,0.27
1080.890481,0.822,-0.316,0.326
1080.893867,1.1,-0.103,0.344
1080.897287,1.4,0.129,0.351
1080.900695,1.77,0.394,0.391
1080.904127,2,0.614,0.441
1080.907557,2,0.976,0.491
1080.911002,2,1.22,0.518
1080.91437,2,1.41,0.539
1080.917814,2,1.54,0.585
1080.921198,2,1.56,0.648
1080.924672,2,1.49,0.7
1080.928058,2,1.32,0.72
1080.931476,2,1.04,0.751
1080.934859,2,0.647,0.774
1080.938313,2,0.251,0.73
1080.9417,2,-0.255,0.765
1080.945108,2,-0.554,0.755
1080.948522,2,-0.764,0.668
1080.95202,1.86,-0.949,0.618
1080.955399,1.52,-1.12,0.561
1080.958805,1.03,-1.27,0.484
1080.9622,0.693,-1.37,0.414
1080.965609,0.392,-1.43,0.347
1080.969248,0.119,-1.49,0.246
1080.972527,-0.115,-1.57,0.174
1080.975924,-0.383,-1.66,0.121
1080.979329,-0.557,-1.74,0.0732
1080.982753,-0.735,-1.83,0.0154
1080.98618,-0.895,-1.9,-0.0292
1080.989583,-1.05,-2,-0.0792
1080.993047,-1.25,-2,-0.13
1080.996491,-1.41,-2,-0.129
1080.999906,-1.58,-2,-0.132
1081.003328,-1.74,-2,-0.137
1081.006805,-1.89,-2,-0.114
1081.0102,-2,-2,-0.0743
1081.013577,-2,-2,-0.0368
1081.017042,-2,-2,-0.0275
1081.02046,-2,-2,-0.0321
1081.023916,-2,-2,0.0659
1081.027289,-2,-1.99,0.0808
1081.030923,-1.93,-1.8,0.0296
1081.034174,-1.71,-1.61,0.0229
1081.037574,-1.43,-1.42,0.0146
1081.040992,-1.16,-1.18,0.0058
1081.044452,-0.811,-1,-0.0036
1081.047881,-0.524,-0.855,0.0304
1081.051274,-0.223,-0.7,0.0802
1081.054733,0.0612,-0.512,0.111
1081.058183,0.38,-0.213,0.144
1081.061621,0.602,0.0301,0.211
1081.064992,0.871,0.299,0.253
1081.068488,1.24,0.619,0.234
1081.071863,1.7,0.934,0.247
1081.075259,2,1.36,0.297
1081.078679,2,1.65,0.308
1081.082174,2,1.92,0.325
1081.085548,2,2,0.356
1081.088989,2,2,0.399
1081.092362,2,2,0.457
1081.095735,2,1.98,0.502
1081.099163,2,1.68,0.562
1081.10262,2,1.21,0.625
1081.106086,2,0.711,0.636
1081.109452,2,0.0881,0.647
1081.112885,2,-0.258,0.684
1081.116288,2,-0.712,0.698
1081.119673,2,-0.988,0.651
1081.123129,1.96,-1.26,0.656
1081.126531,1.58,-1.55,0.611
1081.129983,1.29,-1.7,0.541
1081.133389,0.98,-1.84,0.497
1081.13684,0.701,-1.99,0.476
1081.140176,0.465,-2,0.423
1081.143609,0.146,-2,0.327
1081.147036,-0.0815,-2,0.249
1081.150483,-0.272,-2,0.171
1081.153889,-0.455,-2,0.0996
1081.157359,-0.639,-2,0.0462
1081.160748,-0.899,-2,-0.0254
1081.164137,-1.09,-2,-0.102
1081.167592,-1.29,-2,-0.179
1081.171,-1.51,-2,-0.222
1081.174476,-1.72,-2,-0.282
1081.177856,-2,-2,-0.303
1081.181234,-2,-2,-0.289
1081.184708,-2,-2,-0.261
1081.188123,-2,-2,-0.232
1081.191533,-2,-1.9,-0.221
1081.195009,-2,-1.82,-0.152
1081.198396,-2,-1.69,-0.144
1081.201842,-2,-1.53,-0.148
1081.20581,-2,-1.36,-0.128
1081.208653,-1.93,-1.2,-0.16
1081.21208,-1.52,-0.945,-0.182
1081.215525,-1.2,-0.77,-0.189
1081.21897,-0.884,-0.635,-0.149
1081.222375,-0.553,-0.474,-0.0897
1081.225785,-0.228,-0.184,-0.00482
1081.229243,0.171,0.0681,0.0921
1081.232633,0.515,0.331,0.159
1081.236069,0.968,0.683,0.167
1081.239533,1.48,1.05,0.217
1081.242968,2,1.56,0.32
1081.246345,2,1.97,0.318
1081.24975,2,2,0.305
1081.255518,2,2,0.352
1081.259125,2,2,0.376
1081.262584,2,2,0.363
1081.265992,2,2,0.326
1081.269388,2,1.86,0.349
1081.272775,2,1,0.497
1081.276243,2,0.393,0.595
1081.27967,2,-0.214,0.635
1081.283033,2,-0.636,0.508
1081.286463,2,-1.09,0.499
1081.289933,2,-1.52,0.393
1081.29331,2,-1.76,0.253
1081.296735,2,-2,0.161
1081.300297,1.65,-2,0.0972
1081.303544,1.21,-2,-0.0155
1081.307011,0.801,-2,-0.154
1081.310383,0.337,-2,-0.268
1081.313808,0.0339,-2,-0.408
1081.317357,-0.271,-2,-0.524
1081.320668,-0.59,-2,-0.609
1081.324118,-1.05,-2,-0.702
1081.327517,-1.4,-2,-0.796
1081.330992,-1.81,-2,-0.873
1081.334415,-2,-2,-0.902
1081.337772,-2,-2,-0.879
1081.341289,-2,-2,-0.803
1081.344621,-2,-2,-0.762
1081.348047,-2,-2,-0.645
1081.351487,-2,-2,-0.55
1081.354879,-2,-2,-0.47
1081.358291,-2,-2,-0.431
1081.361656,-2,-2,-0.448
1081.365089,-2,-2,-0.478
1081.368539,-2,-2,-0.508
1081.371984,-2,-1.96,-0.539
1081.375339,-2,-1.67,-0.66
1081.378767,-1.97,-1.45,-0.778
1081.382185,-1.51,-1.19,-0.881
1081.385607,-1.11,-0.892,-0.924
1081.389016,-0.787,-0.6,-0.91
1081.392433,-0.297,-0.126,-0.804
1081.39587,0.132,0.279,-0.69
1081.399295,0.616,0.772,-0.629
1081.402727,1.25,1.38,-0.685
1081.40622,2,2,-0.795
1081.409538,2,2,-0.818
1081.413004,2,2,-0.676
1081.416374,2,2,-0.578
1081.419765,2,2,-0.505
1081.423225,2,2,-0.43
1081.426611,2,2,-0.352
1081.430055,2,2,-0.169
1081.433519,2,2,-0.0553
1081.436998,2,1.94,-0.157
1081.440364,2,1.11,0.0872
1081.443764,2,0.151,0.187
1081.447164,2,-0.612,0.226
1081.450608,2,-1.2,0.183
1081.453979,2,-1.68,0.0755
1081.457465,2,-2,-0.00403
1081.460846,2,-2,-0.0831
1081.464273,2,-2,-0.204
1081.46768,1.9,-2,-0.312
1081.471137,1.38,-2,-0.418
1081.474556,0.954,-2,-0.567
1081.477972,0.481,-2,-0.824
1081.481327,0.0833,-2,-1.06
1081.48476,-0.362,-2,-1.24
1081.488231,-0.848,-2,-1.37
1081.491619,-1.31,-2,-1.48
1081.495105,-1.95,-2,-1.68
1081.498499,-2,-2,-1.82
1081.501901,-2,-2,-1.97
1081.505298,-2,-2,-1.94
1081.50871,-2,-2,-1.83
1081.512146,-2,-2,-1.47
1081.515547,-2,-2,-1.28
1081.518985,-2,-2,-1.1
1081.522417,-2,-2,-0.891
1081.525825,-2,-2,-0.732
1081.529219,-2,-2,-0.668
1081.532656,-2,-2,-0.711
1081.53611,-2,-2,-0.805
1081.539527,-2,-2,-0.888
1081.542956,-2,-2,-1.04
1081.546368,-2,-2,-1.22
1081.549796,-1.74,-1.88,-1.3
1081.553207,-1.26,-1.62,-1.29
1081.556629,-0.887,-1.34,-1.24
1081.560048,-0.49,-0.996,-1.16
1081.563519,0.0452,-0.376,-1.13
1081.567019,0.535,0.152,-1.08
1081.570381,1.26,0.853,-1.15
1081.573775,2,1.7,-1.26
1081.577226,2,2,-1.38
1081.580612,2,2,-1.36
1081.584047,2,2,-1.21
1081.587473,2,2,-1.12
1081.591016,2,2,-0.854
1081.594339,2,2,-0.753
1081.597697,2,2,-0.67
1081.601166,2,1.42,-0.552
1081.605084,2,0.849,-0.338
1081.608054,2,0.742,-0.13
1081.611432,2,-0.0658,-0.066
1081.614824,2,-0.892,-0.105
1081.618287,2,-1.68,-0.194
1081.621669,2,-2,-0.304
1081.625101,2,-2,-0.43
1081.628536,2,-2,-0.643
1081.63197,2,-2,-0.789
1081.635353,2,-2,-0.92
1081.638788,1.65,-2,-1.09
1081.642221,1.25,-2,-1.3
1081.645638,0.525,-2,-1.63
1081.649052,0.0479,-2,-2
1081.652473,-0.477,-2,-2
1081.655871,-1.23,-2,-2
1081.659301,-1.88,-2,-2
1081.662707,-2,-2,-2
1081.666122,-2,-2,-2
1081.669582,-2,-2,-2
1081.672971,-2,-2,-2
1081.676382,-2,-2,-2
1081.679822,-2,-2,-2
1081.683184,-2,-2,-1.79
1081.686623,-2,-2,-1.42
1081.690058,-2,-2,-1.09
1081.693503,-2,-2,-0.876
1081.696964,-2,-2,-0.991
1081.700403,-2,-2,-1.22
1081.703763,-2,-2,-1.36
1081.70717,-2,-2,-1.47
1081.710535,-2,-2,-1.67
1081.71396,-2,-1.91,-1.97
1081.717349,-1.84,-1.5,-2
1081.720793,-1.17,-1.11,-2
1081.724225,-0.493,-0.635,-2
1081.727626,0.174,-0.144,-2
1081.731067,1.11,0.704,-2
1081.734758,2,1.5,-2
1081.737987,2,2,-2
1081.741349,2,2,-2
1081.744715,2,2,-2
1081.748153,2,2,-1.81
1081.751538,2,2,-1.68
1081.75496,2,2,-1.5
1081.758359,2,1.62,-1.33
1081.761773,2,1.23,-1.11
1081.76521,2,0.852,-0.782
1081.768621,2,0.175,-0.483
1081.772077,2,-0.127,-0.221
1081.775457,2,-0.816,-0.236
1081.778948,2,-1.86,-0.293
1081.782312,2,-2,-0.416
1081.7857,2,-2,-0.557
1081.789148,2,-2,-0.748
1081.792592,2,-2,-1.03
1081.795954,2,-2,-1.21
1081.799436,2,-2,-1.53
1081.802821,2,-2,-1.84
1081.806259,1.45,-2,-2
1081.809633,0.882,-2,-2
1081.813076,0.151,-2,-2
1081.816492,-1.07,-2,-2
1081.819991,-1.72,-2,-2
1081.823315,-2,-2,-2
1081.826778,-2,-2,-2
1081.830147,-2,-2,-2
1081.833713,-2,-2,-2
1081.837032,-2,-2,-2
1081.840406,-2,-2,-2
1081.843791,-2,-2,-1.7
1081.847237,-2,-2,-1.22
1081.85065,-2,-2,-0.822
1081.854079,-2,-2,-0.642
1081.857495,-2,-2,-0.801
1081.860971,-2,-2,-1.05
1081.864352,-2,-2,-1.13
1081.867894,-2,-2,-1.4
1081.87119,-2,-2,-1.89
1081.87464,-2,-1.75,-2
1081.878043,-2,-1.29,-2
1081.881487,-1.36,-0.827,-2
1081.884996,-0.341,-0.153,-2
1081.88834,0.525,0.419,-2
1081.89176,1.46,1.12,-2
1081.895123,2,1.96,-2
1081.898528,2,2,-2
1081.902198,2,2,-2
1081.905372,2,2,-2
1081.908729,2,2,-2
1081.912193,2,2,-1.78
1081.915578,2,2,-1.59
1081.919036,2,0.996,-1.07
1081.922519,2,0.693,-0.754
1081.925899,2,0.326,-0.425
1081.929301,2,-0.0664,-0.118
1081.932697,2,-0.458,-0.0386
1081.936143,2,-1.84,0.0847
1081.939552,2,-2,0.134
1081.942971,2,-2,0.00805
1081.946366,2,-2,-0.267
1081.949798,2,-2,-0.564
1081.953232,2,-2,-0.913
1081.956746,2,-2,-1.21
1081.960072,2,-2,-1.55
1081.963475,1.96,-2,-1.99
1081.967,1.28,-2,-2
1081.970328,0.448,-2,-2
1081.973754,-0.624,-2,-2
1081.977115,-1.44,-2,-2
1081.980564,-2,-2,-2
1081.984003,-2,-2,-2
1081.987364,-2,-2,-2
1081.990736,-2,-2,-2
1081.99416,-2,-2,-2
1081.997574,-2,-2,-1.47
1082.001019,-2,-2,-1.04
1082.004478,-2,-2,-0.479
1082.007957,-2,-2,-0.187
1082.011312,-2,-2,-0.182
1082.014715,-2,-2,-0.44
1082.018131,-2,-2,-0.579
1082.021526,-2,-2,-0.609
1082.024931,-2,-2,-0.856
1082.02838,-2,-1.47,-1.26
1082.031795,-2,-0.744,-1.65
1082.035209,-1.85,-0.138,-1.71
1082.038638,-1.14,0.474,-1.85
1082.042058,0.0239,1.41,-1.91
1082.045481,0.994,2,-1.98
1082.048929,1.99,2,-2
1082.052351,2,2,-2
1082.055835,2,2,-1.9
1082.059172,2,2,-1.84
1082.062604,2,2,-2
1082.065998,2,2,-1.48
1082.069413,2,2,-1.3
1082.072837,2,2,-1.03
1082.076252,2,1.53,-0.734
1082.079705,2,0.815,-0.368
1082.08311,2,0.161,-0.219
1082.086533,2,-0.613,-0.249
1082.089963,2,-1.84,-0.0659
1082.093338,2,-2,-0.0218
1082.09676,2,-2,-0.179
1082.100475,2,-2,-0.441
1082.103644,2,-2,-0.663
1082.10716,2,-2,-0.894
1082.110459,2,-2,-1.11
1082.113945,1.84,-2,-1.45
1082.117332,1.17,-2,-1.65
1082.120704,0.503,-2,-2
1082.124162,-0.259,-2,-2
1082.127538,-1.45,-2,-2
1082.130921,-2,-2,-2
1082.134368,-2,-2,-2
1082.137846,-2,-2,-2
1082.141238,-2,-2,-1.57
1082.144625,-2,-2,-1.1
1082.148064,-2,-2,-0.786
1082.151476,-2,-2,-0.537
1082.15494,-2,-2,-0.266
1082.158383,-2,-2,-0.117
1082.161766,-2,-2,-0.198
1082.165184,-2,-2,-0.305
1082.168592,-2,-2,-0.31
1082.172059,-2,-2,-0.483
1082.175458,-2,-1.32,-0.874
1082.178927,-2,-0.6,-1.21
1082.182319,-1.83,0.0178,-1.3
1082.185742,-1.19,0.577,-1.35
1082.189137,-0.404,1.22,-1.36
1082.192542,0.681,2,-1.34
1082.195944,1.51,2,-1.36
1082.19941,2,2,-1.58
1082.202808,2,2,-1.29
1082.206258,2,2,-0.999
1082.209602,2,2,-1.1
1082.213092,2,2,-1.09
1082.216488,2,2,-1.05
1082.219866,2,2,-0.757
1082.223304,2,2,-0.466
1082.226681,2,1.87,-0.382
1082.230103,2,1.16,-0.247
1082.233503,2,0.379,-0.131
1082.236911,2,-0.408,-0.125
1082.240486,2,-1.11,-0.145
1082.243808,2,-1.89,-0.122
1082.247205,2,-2,-0.0952
1082.25067,2,-2,-0.159
1082.254059,2,-2,-0.264
1082.257508,1.74,-2,-0.327
1082.260918,1.13,-2,-0.382
1082.264397,0.738,-2,-0.455
1082.267756,0.374,-2,-0.56
1082.271185,-0.0228,-2,-0.703
1082.274577,-0.399,-2,-0.868
1082.278011,-0.874,-2,-1.1
1082.281451,-1.29,-2,-1.25
1082.28518,-1.75,-2,-1.34
1082.288332,-2,-2,-1.36
1082.291747,-2,-2,-1.32
1082.295122,-2,-2,-1.2
1082.298526,-2,-2,-1.11
1082.301937,-2,-2,-0.873
1082.305404,-2,-2,-0.622
1082.308832,-2,-2,-0.58
1082.312205,-2,-2,-0.451
1082.315657,-2,-2,-0.317
1082.319047,-2,-2,-0.288
1082.322474,-2,-2,-0.316
1082.325913,-2,-1.83,-0.332
1082.329295,-2,-1.53,-0.347
1082.332712,-2,-1.3,-0.445
1082.336134,-1.51,-0.997,-0.535
1082.339563,-0.92,-0.71,-0.549
1082.343022,-0.54,-0.375,-0.508
1082.346427,0.0904,0.0713,-0.47
1082.349859,0.737,0.462,-0.458
1082.353252,1.35,0.867,-0.388
1082.356698,1.91,1.3,-0.294
1082.360086,2,1.77,-0.201
1082.363486,2,2,-0.159
1082.367181,2,2,-0.164
1082.370405,2,2,-0.122
1082.373749,2,2,-0.0526
1082.377187,2,2,-0.00433
1082.380556,2,2,0.0341
1082.38405,2,2,0.0722
1082.387475,2,2,0.11
1082.390937,2,2,0.162
1082.394277,2,1.43,0.182
1082.397707,2,0.475,0.23
1082.401114,2,-0.0217,0.0436
1082.404538,2,-0.597,0.0515
1082.407982,2,-1.09,0.0487
1082.411403,2,-1.46,-0.0301
1082.414803,2,-1.92,-0.141
1082.418214,1.64,-2,-0.221
1082.422084,1.28,-2,-0.319
1082.425113,0.925,-2,-0.431
1082.42848,0.616,-2,-0.59
1082.431927,0.172,-2,-0.784
1082.435288,-0.19,-2,-0.895
1082.438726,-0.61,-2,-0.965
1082.442108,-1.03,-2,-1.02
1082.445503,-1.47,-2,-1.03
1082.448993,-2,-2,-0.995
1082.452381,-2,-2,-1.02
1082.455791,-2,-2,-0.847
1082.459228,-2,-2,-0.555
1082.462602,-2,-2,-0.354
1082.466031,-2,-2,-0.116
1082.469466,-2,-2,-0.144
1082.47308,-2,-2,-0.173
1082.476338,-2,-2,-0.0872
1082.479747,-2,-2,-0.114
1082.48316,-2,-2,-0.142
1082.486589,-2,-2,-0.194
1082.490068,-2,-2,-0.329
1082.493444,-1.96,-1.84,-0.537
1082.496948,-1.44,-1.47,-0.735
1082.500343,-0.828,-0.922,-0.805
1082.503747,-0.392,-0.499,-0.874
1082.507197,0.0603,-0.0412,-0.899
1082.510608,0.563,0.405,-0.863
1082.514023,1.22,1.1,-0.774
1082.517497,1.67,1.6,-0.647
1082.520917,2,2,-0.544
1082.524364,2,2,-0.524
1082.527708,2,2,-0.585
1082.531115,2,2,-0.288
1082.534493,2,2,-0.139
1082.537934,2,2,-0.196
1082.541326,2,2,-0.211
1082.544699,2,2,-0.123
1082.548108,2,2,-0.0821
1082.55158,2,2,-0.0218
1082.555013,2,2,0.00915
1082.558431,2,1.48,0.0343
1082.561838,2,0.779,-0.000305
1082.565221,2,0.143,0.0367
1082.568668,2,-0.623,-0.00281
1082.572077,2,-1.08,-0.0747
1082.575482,2,-1.47,-0.13
1082.578914,1.85,-1.86,-0.123
1082.582341,1.42,-2,-0.142
1082.585779,0.905,-2,-0.219
1082.589211,0.524,-2,-0.251
1082.592653,0.203,-2,-0.309
1082.596056,-0.0648,-2,-0.404
1082.599468,-0.29,-2,-0.548
1082.602906,-0.674,-2,-0.634
1082.606356,-1.03,-2,-0.721
1082.609758,-1.33,-2,-0.815
1082.613192,-1.7,-2,-0.873
1082.616568,-2,-2,-0.909
1082.62013,-2,-2,-0.92
1082.623463,-2,-2,-0.869
1082.626802,-2,-2,-0.733
1082.631032,-2,-2,-0.572
1082.633715,-2,-2,-0.402
1082.637094,-2,-2,-0.301
1082.640527,-2,-2,-0.169
1082.643923,-2,-2,-0.264
1082.647301,-2,-2,-0.268
1082.650686,-2,-2,-0.21
1082.6543,-2,-2,-0.243
1082.657568,-2,-1.94,-0.323
1082.661019,-1.72,-1.69,-0.432
1082.664395,-1.2,-1.4,-0.588
1082.667834,-0.662,-0.938,-0.759
1082.671524,-0.0483,-0.616,-0.755
1082.674679,0.37,-0.326,-0.695
1082.678121,0.796,0.0158,-0.632
1082.681551,1.18,0.412,-0.495
1082.684963,1.53,0.889,-0.285
1082.688353,2,1.35,-0.216
1082.69176,2,1.89,-0.198
1082.695192,2,2,-0.198
1082.698581,2,2,-0.152
1082.702011,2,2,0.0249
1082.705451,2,2,0.0523
1082.708912,2,2,0.0722
1082.71231,2,2,0.0855
1082.715692,2,2,0.111
1082.71913,2,2,0.119
1082.722563,2,2,0.115
1082.726002,2,1.41,0.144
1082.729412,2,0.626,0.21
1082.732885,2,0.104,-0.0025
1082.736304,2,-0.683,-0.0501
1082.739723,2,-1.16,-0.0913
1082.743143,2,-1.52,-0.223
1082.746597,2,-1.86,-0.321
1082.750018,1.79,-2,-0.374
1082.753431,1.22,-2,-0.469
1082.756934,0.816,-2,-0.603
1082.760324,0.51,-2,-0.725
1082.763717,0.191,-2,-0.882
1082.767173,-0.105,-2,-1.1
1082.770556,-0.647,-2,-1.25
1082.774333,-1.02,-2,-1.42
1082.77747,-1.44,-2,-1.57
1082.780902,-1.92,-2,-1.66
1082.784377,-2,-2,-1.7
1082.78768,-2,-2,-1.71
1082.791074,-2,-2,-1.63
1082.794509,-2,-2,-1.37
1082.797894,-2,-2,-1.06
1082.80159,-2,-2,-0.739
1082.804828,-2,-2,-0.495
1082.808231,-2,-2,-0.348
1082.811608,-2,-2,-0.328
1082.815016,-2,-2,-0.37
1082.81843,-2,-2,-0.5
1082.821943,-2,-2,-0.547
1082.82528,-2,-2,-0.647
1082.82864,-2,-2,-0.879
1082.832115,-1.9,-2,-1.13
1082.83554,-1.27,-1.53,-1.37
1082.838952,-0.574,-1.17,-1.42
1082.842373,-0.105,-0.737,-1.49
1082.845771,0.313,-0.345,-1.39
1082.849221,0.728,0.0773,-1.23
1082.852615,1.25,0.847,-1.1
1082.856158,2,1.5,-1.09
1082.859478,2,2,-1.19
1082.862898,2,2,-1.23
1082.866285,2,2,-1.02
1082.869669,2,2,-0.723
1082.873098,2,2,-0.746
1082.876527,2,2,-0.495
1082.879972,2,2,-0.416
1082.88339,2,2,-0.314
1082.88688,2,2,-0.244
1082.890261,2,1.83,-0.219
1082.893678,2,1.18,-0.172
1082.897083,2,0.58,-0.243
1082.900516,2,-0.152,-0.279
1082.90394,2,-0.989,-0.477
1082.907392,2,-1.45,-0.686
1082.910753,2,-1.94,-0.772
1082.914186,2,-2,-0.955
1082.917575,2,-2,-1.15
1082.921017,1.58,-2,-1.31
1082.924446,1.13,-2,-1.43
